datatime,external_event
2020-03-24 19:45:53,B
2020-03-24 19:45:54,B
2020-03-24 19:45:55,B
2020-03-24 19:45:56,B
2020-03-24 19:45:57,B
2020-03-24 19:45:58,B
2020-03-24 19:45:59,B
2020-03-24 19:46:00,B
2020-03-24 19:46:01,B
2020-03-24 19:46:02,B
2020-03-24 19:46:03,B
2020-03-24 19:46:04,B
2020-03-24 19:46:05,B
2020-03-24 19:46:06,B
2020-03-24 19:46:07,B
2020-04-02 22:23:40,B
2020-04-02 22:23:41,B
2020-04-02 22:23:42,B
2020-04-02 22:23:43,B
2020-04-02 22:23:44,B
2020-04-02 22:23:45,B
2020-04-02 22:23:46,B
2020-04-02 22:23:47,B
2020-04-02 22:23:48,B
2020-04-02 22:23:49,B
2020-04-02 22:23:50,B
2020-04-02 22:23:51,B
2020-04-02 22:23:52,B
2020-04-02 22:23:53,B
2020-04-02 22:23:54,B
2020-04-02 22:23:55,B
2020-03-22 21:08:49,B
2020-03-22 21:08:50,B
2020-03-22 21:08:51,B
2020-03-22 21:08:52,B
2020-03-22 21:08:53,B
2020-03-22 21:08:54,B
2020-03-22 21:08:55,B
2020-03-22 21:08:56,B
2020-03-22 21:08:57,B
2020-03-22 21:08:58,B
2020-03-22 21:08:59,B
2020-03-22 21:09:00,B
2020-03-22 21:09:01,B
2020-03-22 21:09:02,B
2020-03-22 21:09:03,B
2020-03-22 21:09:04,B
2020-03-23 20:43:19,B
2020-03-23 20:43:20,B
2020-03-23 20:43:21,B
2020-03-23 20:43:22,B
2020-03-23 20:43:23,B
2020-03-23 20:43:24,B
2020-03-23 20:43:25,B
2020-03-23 20:43:26,B
2020-03-23 20:43:27,B
2020-03-23 20:43:28,B
2020-03-23 20:43:29,B
2020-03-23 20:43:30,B
2020-03-23 20:43:31,B
2020-03-23 20:43:32,B
2020-03-23 20:43:33,B
2020-03-23 20:43:34,B
2020-03-25 20:33:08,B
2020-03-25 20:33:09,B
2020-03-25 20:33:10,B
2020-03-25 20:33:11,B
2020-03-25 20:33:12,B
2020-03-25 20:33:13,B
2020-03-25 20:33:14,B
2020-03-25 20:33:15,B
2020-03-25 20:33:16,B
2020-03-25 20:33:17,B
2020-03-25 20:33:18,B
2020-03-25 20:33:19,B
2020-03-25 20:33:20,B
2020-03-25 20:33:21,B
2020-03-25 20:33:22,B
2020-03-25 20:33:23,B
2020-04-02 08:20:41,C
2020-04-02 08:20:42,C
2020-04-02 08:20:43,C
2020-04-02 08:20:44,C
2020-04-02 08:20:45,C
2020-04-02 08:20:46,C
2020-04-02 08:20:47,C
2020-04-02 08:20:48,C
2020-04-02 08:20:49,C
2020-04-02 08:20:50,C
2020-04-02 08:20:51,C
2020-04-02 08:20:52,C
2020-04-02 08:20:53,C
2020-04-02 08:20:54,C
2020-04-02 08:20:55,C
2020-04-02 08:20:56,C
2020-04-02 21:30:44,C
2020-04-02 21:30:45,C
2020-04-02 21:30:46,C
2020-04-02 21:30:47,C
2020-04-02 21:30:48,C
2020-04-02 21:30:49,C
2020-04-02 21:30:50,C
2020-04-02 21:30:51,C
2020-04-02 21:30:52,C
2020-04-02 21:30:53,C
2020-04-02 21:30:54,C
2020-04-02 21:30:55,C
2020-04-02 21:30:56,C
2020-04-02 21:30:57,C
2020-04-02 21:30:58,C
2020-04-02 21:30:59,C
2020-04-02 19:13:04,C
2020-04-02 19:13:05,C
2020-04-02 19:13:06,C
2020-04-02 19:13:07,C
2020-04-02 19:13:08,C
2020-04-02 19:13:09,C
2020-04-02 19:13:10,C
2020-04-02 19:13:11,C
2020-04-02 19:13:12,C
2020-04-02 19:13:13,C
2020-04-02 19:13:14,C
2020-04-02 19:13:15,C
2020-04-02 19:13:16,C
2020-04-02 19:13:17,C
2020-04-02 19:13:18,C
2020-04-02 19:13:19,C
2020-03-27 00:00:36,D
2020-03-27 00:00:37,D
2020-03-27 00:00:38,D
2020-03-27 00:00:39,D
2020-03-27 00:00:40,D
2020-03-27 00:00:41,D
2020-03-27 00:00:42,D
2020-03-27 00:00:43,D
2020-03-27 00:00:44,D
2020-03-27 00:00:45,D
2020-03-27 00:00:46,D
2020-03-27 00:00:47,D
2020-03-27 00:00:48,D
2020-03-27 00:00:49,D
2020-03-27 00:00:50,D
2020-03-27 00:00:51,D
2020-03-30 20:08:24,D
2020-03-30 20:08:25,D
2020-03-30 20:08:26,D
2020-03-30 20:08:27,D
2020-03-30 20:08:28,D
2020-03-30 20:08:29,D
2020-03-30 20:08:30,D
2020-03-30 20:08:31,D
2020-03-30 20:08:32,D
2020-03-30 20:08:33,D
2020-03-30 20:08:34,D
2020-03-30 20:08:35,D
2020-03-30 20:08:36,D
2020-03-30 20:08:37,D
2020-03-30 20:08:38,D
2020-03-30 20:08:39,D
2020-03-31 22:03:37,D
2020-03-31 22:03:38,D
2020-03-31 22:03:39,D
2020-03-31 22:03:40,D
2020-03-31 22:03:41,D
2020-03-31 22:03:42,D
2020-03-31 22:03:43,D
2020-03-31 22:03:44,D
2020-03-31 22:03:45,D
2020-03-31 22:03:46,D
2020-03-31 22:03:47,D
2020-03-31 22:03:48,D
2020-03-31 22:03:49,D
2020-03-31 22:03:50,D
2020-03-31 22:03:51,D
2020-03-31 22:03:52,D
2020-03-24 19:57:51,D
2020-03-24 19:57:52,D
2020-03-24 19:57:53,D
2020-03-24 19:57:54,D
2020-03-24 19:57:55,D
2020-03-24 19:57:56,D
2020-03-24 19:57:57,D
2020-03-24 19:57:58,D
2020-03-24 19:57:59,D
2020-03-24 19:58:00,D
2020-03-24 19:58:01,D
2020-03-24 19:58:02,D
2020-03-24 19:58:03,D
2020-03-24 19:58:04,D
2020-03-24 19:58:05,D
2020-03-24 19:58:06,D
2020-03-25 20:26:13,D
2020-03-25 20:26:14,D
2020-03-25 20:26:15,D
2020-03-25 20:26:16,D
2020-03-25 20:26:17,D
2020-03-25 20:26:18,D
2020-03-25 20:26:19,D
2020-03-25 20:26:20,D
2020-03-25 20:26:21,D
2020-03-25 20:26:22,D
2020-03-25 20:26:23,D
2020-03-25 20:26:24,D
2020-03-25 20:26:25,D
2020-03-25 20:26:26,D
2020-03-25 20:26:27,D
2020-03-25 20:26:28,D
2020-03-23 17:57:27,D
2020-03-23 17:57:28,D
2020-03-23 17:57:29,D
2020-03-23 17:57:30,D
2020-03-23 17:57:31,D
2020-03-23 17:57:32,D
2020-03-23 17:57:33,D
2020-03-23 17:57:34,D
2020-03-23 17:57:35,D
2020-03-23 17:57:36,D
2020-03-23 17:57:37,D
2020-03-23 17:57:38,D
2020-03-23 17:57:39,D
2020-03-23 17:57:40,D
2020-03-23 17:57:41,D
2020-03-23 17:57:42,D
2020-03-27 23:26:06,D
2020-03-27 23:26:07,D
2020-03-27 23:26:08,D
2020-03-27 23:26:09,D
2020-03-27 23:26:10,D
2020-03-27 23:26:11,D
2020-03-27 23:26:12,D
2020-03-27 23:26:13,D
2020-03-27 23:26:14,D
2020-03-27 23:26:15,D
2020-03-27 23:26:16,D
2020-03-27 23:26:17,D
2020-03-27 23:26:18,D
2020-03-27 23:26:19,D
2020-03-27 23:26:20,D
2020-03-27 23:26:21,D
2020-04-01 21:59:50,E
2020-04-01 21:59:51,E
2020-04-01 21:59:52,E
2020-04-01 21:59:53,E
2020-04-01 21:59:54,E
2020-04-01 21:59:55,E
2020-04-01 21:59:56,E
2020-04-01 21:59:57,E
2020-04-01 21:59:58,E
2020-04-01 21:59:59,E
2020-04-01 22:00:00,E
2020-04-01 22:00:01,E
2020-04-01 22:00:02,E
2020-04-01 22:00:03,E
2020-04-01 22:00:04,E
2020-04-01 22:00:05,E
2020-03-24 22:33:02,E
2020-03-24 22:33:03,E
2020-03-24 22:33:04,E
2020-03-24 22:33:05,E
2020-03-24 22:33:06,E
2020-03-24 22:33:07,E
2020-03-24 22:33:08,E
2020-03-24 22:33:09,E
2020-03-24 22:33:10,E
2020-03-24 22:33:11,E
2020-03-24 22:33:12,E
2020-03-24 22:33:13,E
2020-03-24 22:33:14,E
2020-03-24 22:33:15,E
2020-03-24 22:33:16,E
2020-03-24 22:33:17,E
2020-03-20 19:09:31,E
2020-03-20 19:09:32,E
2020-03-20 19:09:33,E
2020-03-20 19:09:34,E
2020-03-20 19:09:35,E
2020-03-20 19:09:36,E
2020-03-20 19:09:37,E
2020-03-20 19:09:38,E
2020-03-20 19:09:39,E
2020-03-20 19:09:40,E
2020-03-20 19:09:41,E
2020-03-20 19:09:42,E
2020-03-20 19:09:43,E
2020-03-20 19:09:44,E
2020-03-20 19:09:45,E
2020-03-20 19:09:46,E
2020-03-26 19:11:34,E
2020-03-26 19:11:35,E
2020-03-26 19:11:36,E
2020-03-26 19:11:37,E
2020-03-26 19:11:38,E
2020-03-26 19:11:39,E
2020-03-26 19:11:40,E
2020-03-26 19:11:41,E
2020-03-26 19:11:42,E
2020-03-26 19:11:43,E
2020-03-26 19:11:44,E
2020-03-26 19:11:45,E
2020-03-26 19:11:46,E
2020-03-26 19:11:47,E
2020-03-26 19:11:48,E
2020-03-26 19:11:49,E
2020-03-23 21:45:23,F
2020-03-23 21:45:24,F
2020-03-23 21:45:25,F
2020-03-23 21:45:26,F
2020-03-23 21:45:27,F
2020-03-23 21:45:28,F
2020-03-23 21:45:29,F
2020-03-23 21:45:30,F
2020-03-23 21:45:31,F
2020-03-23 21:45:32,F
2020-03-23 21:45:33,F
2020-03-23 21:45:34,F
2020-03-23 21:45:35,F
2020-03-23 21:45:36,F
2020-03-23 21:45:37,F
2020-03-23 21:45:38,F
2020-03-28 22:41:20,F
2020-03-28 22:41:21,F
2020-03-28 22:41:22,F
2020-03-28 22:41:23,F
2020-03-28 22:41:24,F
2020-03-28 22:41:25,F
2020-03-28 22:41:26,F
2020-03-28 22:41:27,F
2020-03-28 22:41:28,F
2020-03-28 22:41:29,F
2020-03-28 22:41:30,F
2020-03-28 22:41:31,F
2020-03-28 22:41:32,F
2020-03-28 22:41:33,F
2020-03-28 22:41:34,F
2020-03-28 22:41:35,F
2020-03-22 21:43:59,F
2020-03-22 21:44:00,F
2020-03-22 21:44:01,F
2020-03-22 21:44:02,F
2020-03-22 21:44:03,F
2020-03-22 21:44:04,F
2020-03-22 21:44:05,F
2020-03-22 21:44:06,F
2020-03-22 21:44:07,F
2020-03-22 21:44:08,F
2020-03-22 21:44:09,F
2020-03-22 21:44:10,F
2020-03-22 21:44:11,F
2020-03-22 21:44:12,F
2020-03-22 21:44:13,F
2020-03-22 21:44:14,F
2020-03-27 23:47:28,F
2020-03-27 23:47:29,F
2020-03-27 23:47:30,F
2020-03-27 23:47:31,F
2020-03-27 23:47:32,F
2020-03-27 23:47:33,F
2020-03-27 23:47:34,F
2020-03-27 23:47:35,F
2020-03-27 23:47:36,F
2020-03-27 23:47:37,F
2020-03-27 23:47:38,F
2020-03-27 23:47:39,F
2020-03-27 23:47:40,F
2020-03-27 23:47:41,F
2020-03-27 23:47:42,F
2020-03-27 23:47:43,F
2020-03-29 23:26:14,F
2020-03-29 23:26:15,F
2020-03-29 23:26:16,F
2020-03-29 23:26:17,F
2020-03-29 23:26:18,F
2020-03-29 23:26:19,F
2020-03-29 23:26:20,F
2020-03-29 23:26:21,F
2020-03-29 23:26:22,F
2020-03-29 23:26:23,F
2020-03-29 23:26:24,F
2020-03-29 23:26:25,F
2020-03-29 23:26:26,F
2020-03-29 23:26:27,F
2020-03-29 23:26:28,F
2020-03-29 23:26:29,F
2020-03-21 22:46:28,F
2020-03-21 22:46:29,F
2020-03-21 22:46:30,F
2020-03-21 22:46:31,F
2020-03-21 22:46:32,F
2020-03-21 22:46:33,F
2020-03-21 22:46:34,F
2020-03-21 22:46:35,F
2020-03-21 22:46:36,F
2020-03-21 22:46:37,F
2020-03-21 22:46:38,F
2020-03-21 22:46:39,F
2020-03-21 22:46:40,F
2020-03-21 22:46:41,F
2020-03-21 22:46:42,F
2020-03-21 22:46:43,F
2020-03-29 21:57:58,F
2020-03-29 21:57:59,F
2020-03-29 21:58:00,F
2020-03-29 21:58:01,F
2020-03-29 21:58:02,F
2020-03-29 21:58:03,F
2020-03-29 21:58:04,F
2020-03-29 21:58:05,F
2020-03-29 21:58:06,F
2020-03-29 21:58:07,F
2020-03-29 21:58:08,F
2020-03-29 21:58:09,F
2020-03-29 21:58:10,F
2020-03-29 21:58:11,F
2020-03-29 21:58:12,F
2020-03-29 21:58:13,F
2020-03-21 21:22:29,F
2020-03-21 21:22:30,F
2020-03-21 21:22:31,F
2020-03-21 21:22:32,F
2020-03-21 21:22:33,F
2020-03-21 21:22:34,F
2020-03-21 21:22:35,F
2020-03-21 21:22:36,F
2020-03-21 21:22:37,F
2020-03-21 21:22:38,F
2020-03-21 21:22:39,F
2020-03-21 21:22:40,F
2020-03-21 21:22:41,F
2020-03-21 21:22:42,F
2020-03-21 21:22:43,F
2020-03-21 21:22:44,F
2020-03-30 19:07:16,F
2020-03-30 19:07:17,F
2020-03-30 19:07:18,F
2020-03-30 19:07:19,F
2020-03-30 19:07:20,F
2020-03-30 19:07:21,F
2020-03-30 19:07:22,F
2020-03-30 19:07:23,F
2020-03-30 19:07:24,F
2020-03-30 19:07:25,F
2020-03-30 19:07:26,F
2020-03-30 19:07:27,F
2020-03-30 19:07:28,F
2020-03-30 19:07:29,F
2020-03-30 19:07:30,F
2020-03-30 19:07:31,F
2020-03-29 00:03:03,F
2020-03-29 00:03:04,F
2020-03-29 00:03:05,F
2020-03-29 00:03:06,F
2020-03-29 00:03:07,F
2020-03-29 00:03:08,F
2020-03-29 00:03:09,F
2020-03-29 00:03:10,F
2020-03-29 00:03:11,F
2020-03-29 00:03:12,F
2020-03-29 00:03:13,F
2020-03-29 00:03:14,F
2020-03-29 00:03:15,F
2020-03-29 00:03:16,F
2020-03-29 00:03:17,F
2020-03-29 00:03:18,F
2020-03-22 18:32:00,F
2020-03-22 18:32:01,F
2020-03-22 18:32:02,F
2020-03-22 18:32:03,F
2020-03-22 18:32:04,F
2020-03-22 18:32:05,F
2020-03-22 18:32:06,F
2020-03-22 18:32:07,F
2020-03-22 18:32:08,F
2020-03-22 18:32:09,F
2020-03-22 18:32:10,F
2020-03-22 18:32:11,F
2020-03-22 18:32:12,F
2020-03-22 18:32:13,F
2020-03-22 18:32:14,F
2020-03-22 18:32:15,F
2020-03-22 15:57:55,G
2020-03-22 15:57:56,G
2020-03-22 15:57:57,G
2020-03-22 15:57:58,G
2020-03-22 15:57:59,G
2020-03-22 15:58:00,G
2020-03-22 15:58:01,G
2020-03-22 15:58:02,G
2020-03-22 15:58:03,G
2020-03-22 15:58:04,G
2020-03-22 15:58:05,G
2020-03-22 15:58:06,G
2020-03-22 15:58:07,G
2020-03-22 15:58:08,G
2020-03-22 15:58:09,G
2020-03-22 15:58:10,G
2020-03-30 23:55:35,G
2020-03-30 23:55:36,G
2020-03-30 23:55:37,G
2020-03-30 23:55:38,G
2020-03-30 23:55:39,G
2020-03-30 23:55:40,G
2020-03-30 23:55:41,G
2020-03-30 23:55:42,G
2020-03-30 23:55:43,G
2020-03-30 23:55:44,G
2020-03-30 23:55:45,G
2020-03-30 23:55:46,G
2020-03-30 23:55:47,G
2020-03-30 23:55:48,G
2020-03-30 23:55:49,G
2020-03-30 23:55:50,G
2020-03-27 23:52:52,G
2020-03-27 23:52:53,G
2020-03-27 23:52:54,G
2020-03-27 23:52:55,G
2020-03-27 23:52:56,G
2020-03-27 23:52:57,G
2020-03-27 23:52:58,G
2020-03-27 23:52:59,G
2020-03-27 23:53:00,G
2020-03-27 23:53:01,G
2020-03-27 23:53:02,G
2020-03-27 23:53:03,G
2020-03-27 23:53:04,G
2020-03-27 23:53:05,G
2020-03-27 23:53:06,G
2020-03-27 23:53:07,G
2020-03-30 21:49:59,G
2020-03-30 21:50:00,G
2020-03-30 21:50:01,G
2020-03-30 21:50:02,G
2020-03-30 21:50:03,G
2020-03-30 21:50:04,G
2020-03-30 21:50:05,G
2020-03-30 21:50:06,G
2020-03-30 21:50:07,G
2020-03-30 21:50:08,G
2020-03-30 21:50:09,G
2020-03-30 21:50:10,G
2020-03-30 21:50:11,G
2020-03-30 21:50:12,G
2020-03-30 21:50:13,G
2020-03-30 21:50:14,G
2020-04-01 17:08:37,G
2020-04-01 17:08:38,G
2020-04-01 17:08:39,G
2020-04-01 17:08:40,G
2020-04-01 17:08:41,G
2020-04-01 17:08:42,G
2020-04-01 17:08:43,G
2020-04-01 17:08:44,G
2020-04-01 17:08:45,G
2020-04-01 17:08:46,G
2020-04-01 17:08:47,G
2020-04-01 17:08:48,G
2020-04-01 17:08:49,G
2020-04-01 17:08:50,G
2020-04-01 17:08:51,G
2020-04-01 17:08:52,G
2020-03-25 16:16:48,G
2020-03-25 16:16:49,G
2020-03-25 16:16:50,G
2020-03-25 16:16:51,G
2020-03-25 16:16:52,G
2020-03-25 16:16:53,G
2020-03-25 16:16:54,G
2020-03-25 16:16:55,G
2020-03-25 16:16:56,G
2020-03-25 16:16:57,G
2020-03-25 16:16:58,G
2020-03-25 16:16:59,G
2020-03-25 16:17:00,G
2020-03-25 16:17:01,G
2020-03-25 16:17:02,G
2020-03-25 16:17:03,G
2020-04-02 17:07:02,G
2020-04-02 17:07:03,G
2020-04-02 17:07:04,G
2020-04-02 17:07:05,G
2020-04-02 17:07:06,G
2020-04-02 17:07:07,G
2020-04-02 17:07:08,G
2020-04-02 17:07:09,G
2020-04-02 17:07:10,G
2020-04-02 17:07:11,G
2020-04-02 17:07:12,G
2020-04-02 17:07:13,G
2020-04-02 17:07:14,G
2020-04-02 17:07:15,G
2020-04-02 17:07:16,G
2020-04-02 17:07:17,G
2020-03-31 20:54:39,G
2020-03-31 20:54:40,G
2020-03-31 20:54:41,G
2020-03-31 20:54:42,G
2020-03-31 20:54:43,G
2020-03-31 20:54:44,G
2020-03-31 20:54:45,G
2020-03-31 20:54:46,G
2020-03-31 20:54:47,G
2020-03-31 20:54:48,G
2020-03-31 20:54:49,G
2020-03-31 20:54:50,G
2020-03-31 20:54:51,G
2020-03-31 20:54:52,G
2020-03-31 20:54:53,G
2020-03-31 20:54:54,G
2020-03-24 20:17:59,G
2020-03-24 20:18:00,G
2020-03-24 20:18:01,G
2020-03-24 20:18:02,G
2020-03-24 20:18:03,G
2020-03-24 20:18:04,G
2020-03-24 20:18:05,G
2020-03-24 20:18:06,G
2020-03-24 20:18:07,G
2020-03-24 20:18:08,G
2020-03-24 20:18:09,G
2020-03-24 20:18:10,G
2020-03-24 20:18:11,G
2020-03-24 20:18:12,G
2020-03-24 20:18:13,G
2020-03-24 20:18:14,G
2020-03-19 20:21:28,G
2020-03-19 20:21:29,G
2020-03-19 20:21:30,G
2020-03-19 20:21:31,G
2020-03-19 20:21:32,G
2020-03-19 20:21:33,G
2020-03-19 20:21:34,G
2020-03-19 20:21:35,G
2020-03-19 20:21:36,G
2020-03-19 20:21:37,G
2020-03-19 20:21:38,G
2020-03-19 20:21:39,G
2020-03-19 20:21:40,G
2020-03-19 20:21:41,G
2020-03-19 20:21:42,G
2020-03-19 20:21:43,G
2020-03-21 19:21:02,G
2020-03-21 19:21:03,G
2020-03-21 19:21:04,G
2020-03-21 19:21:05,G
2020-03-21 19:21:06,G
2020-03-21 19:21:07,G
2020-03-21 19:21:08,G
2020-03-21 19:21:09,G
2020-03-21 19:21:10,G
2020-03-21 19:21:11,G
2020-03-21 19:21:12,G
2020-03-21 19:21:13,G
2020-03-21 19:21:14,G
2020-03-21 19:21:15,G
2020-03-21 19:21:16,G
2020-03-21 19:21:17,G
2020-03-28 21:15:23,G
2020-03-28 21:15:24,G
2020-03-28 21:15:25,G
2020-03-28 21:15:26,G
2020-03-28 21:15:27,G
2020-03-28 21:15:28,G
2020-03-28 21:15:29,G
2020-03-28 21:15:30,G
2020-03-28 21:15:31,G
2020-03-28 21:15:32,G
2020-03-28 21:15:33,G
2020-03-28 21:15:34,G
2020-03-28 21:15:35,G
2020-03-28 21:15:36,G
2020-03-28 21:15:37,G
2020-03-28 21:15:38,G
2020-03-30 18:49:13,AA
2020-03-30 18:49:14,AA
2020-03-30 18:49:15,AA
2020-03-30 18:49:16,AA
2020-03-30 18:49:17,AA
2020-03-30 18:49:18,AA
2020-03-30 18:49:19,AA
2020-03-30 18:49:20,AA
2020-03-30 18:49:21,AA
2020-03-30 18:49:22,AA
2020-03-30 18:49:23,AA
2020-03-30 18:49:24,AA
2020-03-30 18:49:25,AA
2020-03-30 18:49:26,AA
2020-03-30 18:49:27,AA
2020-03-30 18:49:28,AA
2020-03-22 20:05:47,AA
2020-03-22 20:05:48,AA
2020-03-22 20:05:49,AA
2020-03-22 20:05:50,AA
2020-03-22 20:05:51,AA
2020-03-22 20:05:52,AA
2020-03-22 20:05:53,AA
2020-03-22 20:05:54,AA
2020-03-22 20:05:55,AA
2020-03-22 20:05:56,AA
2020-03-22 20:05:57,AA
2020-03-22 20:05:58,AA
2020-03-22 20:05:59,AA
2020-03-22 20:06:00,AA
2020-03-22 20:06:01,AA
2020-03-22 20:06:02,AA
2020-03-23 21:21:32,AA
2020-03-23 21:21:33,AA
2020-03-23 21:21:34,AA
2020-03-23 21:21:35,AA
2020-03-23 21:21:36,AA
2020-03-23 21:21:37,AA
2020-03-23 21:21:38,AA
2020-03-23 21:21:39,AA
2020-03-23 21:21:40,AA
2020-03-23 21:21:41,AA
2020-03-23 21:21:42,AA
2020-03-23 21:21:43,AA
2020-03-23 21:21:44,AA
2020-03-23 21:21:45,AA
2020-03-23 21:21:46,AA
2020-03-23 21:21:47,AA
2020-03-25 18:55:38,AA
2020-03-25 18:55:39,AA
2020-03-25 18:55:40,AA
2020-03-25 18:55:41,AA
2020-03-25 18:55:42,AA
2020-03-25 18:55:43,AA
2020-03-25 18:55:44,AA
2020-03-25 18:55:45,AA
2020-03-25 18:55:46,AA
2020-03-25 18:55:47,AA
2020-03-25 18:55:48,AA
2020-03-25 18:55:49,AA
2020-03-25 18:55:50,AA
2020-03-25 18:55:51,AA
2020-03-25 18:55:52,AA
2020-03-25 18:55:53,AA
2020-03-29 21:21:55,AA
2020-03-29 21:21:56,AA
2020-03-29 21:21:57,AA
2020-03-29 21:21:58,AA
2020-03-29 21:21:59,AA
2020-03-29 21:22:00,AA
2020-03-29 21:22:01,AA
2020-03-29 21:22:02,AA
2020-03-29 21:22:03,AA
2020-03-29 21:22:04,AA
2020-03-29 21:22:05,AA
2020-03-29 21:22:06,AA
2020-03-29 21:22:07,AA
2020-03-29 21:22:08,AA
2020-03-29 21:22:09,AA
2020-03-29 21:22:10,AA
2020-03-22 20:51:45,AA
2020-03-22 20:51:46,AA
2020-03-22 20:51:47,AA
2020-03-22 20:51:48,AA
2020-03-22 20:51:49,AA
2020-03-22 20:51:50,AA
2020-03-22 20:51:51,AA
2020-03-22 20:51:52,AA
2020-03-22 20:51:53,AA
2020-03-22 20:51:54,AA
2020-03-22 20:51:55,AA
2020-03-22 20:51:56,AA
2020-03-22 20:51:57,AA
2020-03-22 20:51:58,AA
2020-03-22 20:51:59,AA
2020-03-22 20:52:00,AA
2020-03-21 21:13:07,AA
2020-03-21 21:13:08,AA
2020-03-21 21:13:09,AA
2020-03-21 21:13:10,AA
2020-03-21 21:13:11,AA
2020-03-21 21:13:12,AA
2020-03-21 21:13:13,AA
2020-03-21 21:13:14,AA
2020-03-21 21:13:15,AA
2020-03-21 21:13:16,AA
2020-03-21 21:13:17,AA
2020-03-21 21:13:18,AA
2020-03-21 21:13:19,AA
2020-03-21 21:13:20,AA
2020-03-21 21:13:21,AA
2020-03-21 21:13:22,AA
2020-03-29 22:05:06,AA
2020-03-29 22:05:07,AA
2020-03-29 22:05:08,AA
2020-03-29 22:05:09,AA
2020-03-29 22:05:10,AA
2020-03-29 22:05:11,AA
2020-03-29 22:05:12,AA
2020-03-29 22:05:13,AA
2020-03-29 22:05:14,AA
2020-03-29 22:05:15,AA
2020-03-29 22:05:16,AA
2020-03-29 22:05:17,AA
2020-03-29 22:05:18,AA
2020-03-29 22:05:19,AA
2020-03-29 22:05:20,AA
2020-03-29 22:05:21,AA
2020-03-28 21:54:25,AA
2020-03-28 21:54:26,AA
2020-03-28 21:54:27,AA
2020-03-28 21:54:28,AA
2020-03-28 21:54:29,AA
2020-03-28 21:54:30,AA
2020-03-28 21:54:31,AA
2020-03-28 21:54:32,AA
2020-03-28 21:54:33,AA
2020-03-28 21:54:34,AA
2020-03-28 21:54:35,AA
2020-03-28 21:54:36,AA
2020-03-28 21:54:37,AA
2020-03-28 21:54:38,AA
2020-03-28 21:54:39,AA
2020-03-28 21:54:40,AA
2020-03-25 21:37:40,AA
2020-03-25 21:37:41,AA
2020-03-25 21:37:42,AA
2020-03-25 21:37:43,AA
2020-03-25 21:37:44,AA
2020-03-25 21:37:45,AA
2020-03-25 21:37:46,AA
2020-03-25 21:37:47,AA
2020-03-25 21:37:48,AA
2020-03-25 21:37:49,AA
2020-03-25 21:37:50,AA
2020-03-25 21:37:51,AA
2020-03-25 21:37:52,AA
2020-03-25 21:37:53,AA
2020-03-25 21:37:54,AA
2020-03-25 21:37:55,AA
2020-03-23 20:42:45,AA
2020-03-23 20:42:46,AA
2020-03-23 20:42:47,AA
2020-03-23 20:42:48,AA
2020-03-23 20:42:49,AA
2020-03-23 20:42:50,AA
2020-03-23 20:42:51,AA
2020-03-23 20:42:52,AA
2020-03-23 20:42:53,AA
2020-03-23 20:42:54,AA
2020-03-23 20:42:55,AA
2020-03-23 20:42:56,AA
2020-03-23 20:42:57,AA
2020-03-23 20:42:58,AA
2020-03-23 20:42:59,AA
2020-03-23 20:43:00,AA
2020-03-21 20:44:57,AA
2020-03-21 20:44:58,AA
2020-03-21 20:44:59,AA
2020-03-21 20:45:00,AA
2020-03-21 20:45:01,AA
2020-03-21 20:45:02,AA
2020-03-21 20:45:03,AA
2020-03-21 20:45:04,AA
2020-03-21 20:45:05,AA
2020-03-21 20:45:06,AA
2020-03-21 20:45:07,AA
2020-03-21 20:45:08,AA
2020-03-21 20:45:09,AA
2020-03-21 20:45:10,AA
2020-03-21 20:45:11,AA
2020-03-21 20:45:12,AA
2020-03-28 21:21:47,AA
2020-03-28 21:21:48,AA
2020-03-28 21:21:49,AA
2020-03-28 21:21:50,AA
2020-03-28 21:21:51,AA
2020-03-28 21:21:52,AA
2020-03-28 21:21:53,AA
2020-03-28 21:21:54,AA
2020-03-28 21:21:55,AA
2020-03-28 21:21:56,AA
2020-03-28 21:21:57,AA
2020-03-28 21:21:58,AA
2020-03-28 21:21:59,AA
2020-03-28 21:22:00,AA
2020-03-28 21:22:01,AA
2020-03-28 21:22:02,AA
2020-03-30 21:37:07,AA
2020-03-30 21:37:08,AA
2020-03-30 21:37:09,AA
2020-03-30 21:37:10,AA
2020-03-30 21:37:11,AA
2020-03-30 21:37:12,AA
2020-03-30 21:37:13,AA
2020-03-30 21:37:14,AA
2020-03-30 21:37:15,AA
2020-03-30 21:37:16,AA
2020-03-30 21:37:17,AA
2020-03-30 21:37:18,AA
2020-03-30 21:37:19,AA
2020-03-30 21:37:20,AA
2020-03-30 21:37:21,AA
2020-03-30 21:37:22,AA
2020-03-30 12:36:53,BB
2020-03-30 12:36:54,BB
2020-03-30 12:36:55,BB
2020-03-30 12:36:56,BB
2020-03-30 12:36:57,BB
2020-03-30 12:36:58,BB
2020-03-30 12:36:59,BB
2020-03-30 12:37:00,BB
2020-03-30 12:37:01,BB
2020-03-30 12:37:02,BB
2020-03-30 12:37:03,BB
2020-03-30 12:37:04,BB
2020-03-30 12:37:05,BB
2020-03-30 12:37:06,BB
2020-03-30 12:37:07,BB
2020-03-30 12:37:08,BB
2020-04-02 17:13:53,BB
2020-04-02 17:13:54,BB
2020-04-02 17:13:55,BB
2020-04-02 17:13:56,BB
2020-04-02 17:13:57,BB
